title,abstract,publisher,citations,year
Conditional power and information fraction calculations at an interim analysis for random coefficient models,"Random coefficient (RC) models are commonly used in clinical trials to estimate the rate of change over time in longitudinal data. Trials utilizing a surrogate endpoint for accelerated approval with a confirmatory longitudinal endpoint to show clinical benefit is a strategy implemented across various therapeutic areas, including immunoglobulin A nephropathy. Understanding conditional power (CP) and information fraction calculations of RC models may help in the design of clinical trials as well as provide support for the confirmatory endpoint at the time of accelerated approval. This paper provides calculation methods, with practical examples, for determining CP at an interim analysis for a RC model with longitudinal data, such as estimated glomerular filtration rate (eGFR) assessments to measure rate of change in eGFR slope.",PHARMACEUTICAL STATISTICS,0,2023
Bayesian optimal phase II designs with dual-criterion decision making,"The conventional phase II trial design paradigm is to make the go/no-go decision based on the hypothesis testing framework. Statistical significance itself alone, however, may not be sufficient to establish that the drug is clinically effective enough to warrant confirmatory phase III trials. We propose the Bayesian optimal phase II trial design with dual-criterion decision making (BOP2-DC), which incorporates both statistical significance and clinical relevance into decision making. Based on the posterior probability that the treatment effect reaches the lower reference value (statistical significance) and the clinically meaningful value (clinical significance), BOP2-DC allows for go/consider/no-go decisions, rather than a binary go/no-go decision. BOP2-DC is highly flexible and accommodates various types of endpoints, including binary, continuous, time-to-event, multiple, and coprimary endpoints, in single-arm and randomized trials. The decision rule of BOP2-DC is optimized to maximize the probability of a go decision when the treatment is effective or minimize the expected sample size when the treatment is futile. Simulation studies show that the BOP2-DC design yields desirable operating characteristics. The software to implement BOP2-DC is freely available at .",PHARMACEUTICAL STATISTICS,2,2023
Determining the minimum duration of treatment in tuberculosis: An order restricted non-inferiority trial design,"Tuberculosis (TB) is one of the biggest killers among infectious diseases worldwide. Together with the identification of drugs that can provide benefits to patients, the challenge in TB is also the optimisation of the duration of these treatments. While conventional duration of treatment in TB is 6 months, there is evidence that shorter durations might be as effective but could be associated with fewer side effects and may be associated with better adherence. Based on a recent proposal of an adaptive order-restricted superiority design that employs the ordering assumptions within various duration of the same drug, we propose a non-inferiority (typically used in TB trials) adaptive design that effectively uses the order assumption. Together with the general construction of the hypothesis testing and expression for type I and type II errors, we focus on how the novel design was proposed for a TB trial concept. We consider a number of practical aspects such as choice of the design parameters, randomisation ratios, and timings of the interim analyses, and how these were discussed with the clinical team.",PHARMACEUTICAL STATISTICS,0,2023
Novel concentration-QTc models for early clinical studies with parallel placebo controls: A simulation study,"The QTc interval of the electrocardiogram is a pharmacodynamic biomarker for drug-induced cardiac toxicity. The ICH E14 guideline Questions and Answers offer a solution for evaluating a concentration-QTc relationship in early clinical studies as an alternative to conducting a thorough QT/QTc study. We focused on covariance structures of QTc intervals on the baseline day and dosing day (two-day covariance structure,) and proposed a two-day QTc model to analyze a concentration-QTc relationship for placebo-controlled parallel phase 1 single ascending dose studies. The proposed two-day QTc model is based on a constrained longitudinal data analysis model and a mixed effects model, thus allowing various variance components to capture the two-day covariance structure. We also propose a one-day QTc model for the situation where no baseline day or only a pre-dose baseline is available and models for multiple ascending dose studies where concentration and QTc intervals are available over multiple days. A simulation study shows that the proposed models control the false negative rate for positive drugs and have both higher accuracy and power for negative drugs than existing models in a variety of settings for the two-day covariance structure. The proposed models will promote early and accurate evaluation of the cardiac safety of new drugs.",PHARMACEUTICAL STATISTICS,3,2021
Distribution of the two-sample t-test statistic following blinded sample size re-estimation,"We consider the blinded sample size re-estimation based on the simple one-sample variance estimator at an interim analysis. We characterize the exact distribution of the standard two-sample t-test statistic at the final analysis. We describe a simulation algorithm for the evaluation of the probability of rejecting the null hypothesis at given treatment effect. We compare the blinded sample size re-estimation method with two unblinded methods with respect to the empirical type I error, the empirical power, and the empirical distribution of the standard deviation estimator and final sample size. We characterize the type I error inflation across the range of standardized non-inferiority margin for non-inferiority trials, and derive the adjusted significance level to ensure type I error control for given sample size of the internal pilot study. We show that the adjusted significance level increases as the sample size of the internal pilot study increases. Copyright (C) 2016 John Wiley & Sons, Ltd.",PHARMACEUTICAL STATISTICS,10,2016
Statistical mechanics of optimization problems,"Here I will present an introduction to the results that have been recently obtained in constraint optimization of random problems using statistical mechanics techniques. After presenting the general results, in order to simplify the presentation I will describe in details the problems related to the coloring of a random graph. (c) 2006 Elsevier B.V. All rights reserved.",PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,29,2006
"Fractional nonlinear diffusion equation, solutions and anomalous diffusion","We devote this work to investigate the solutions of a generalized diffusion equation which contains spatial fractional derivatives and nonlinear terms. The presence of external forces and absorbent terms is also considered. The solutions found here can have a compact or long tail behavior and, in particular, for the last case in the asymptotic limit, we relate these solutions to the Levy or Tsallis distributions. In addition, from the results presented here a rich class of diffusive processes, including normal and anomalous ones, can be obtained. (c) 2006 Elsevier B.V. All rights reserved.",PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,25,2007
Critical behavior of thermal phase transitions of iota-carrageenan in CaCl2 solution,"In situ photon transmission method was applied to study thermal phase transitions of t-carrageenan in CaCl2 solution. Coil-to-helix (c-h) and helix-to-dimer (h-d) transitions were detected upon cooling. An extra dimer-to-dimer (d-d) transition was observed as well during cooling at low-temperature region. Upon heating only dimer-to-helix (d-h) and helix-to-coil (h-c) transitions were detected. Photon transmission intensity, I-tr was monitored against temperature to determine several phase transitions and transition temperatures. It was observed that the c-h transition in i-carrageenan-CaCl2 system performs a crossover between 3D percolation to classical theory. Upon heating, the specific heat exponent over the d-h transition was extracted from the transmitted intensity data and was found to be 0.045. (c) 2005 Elsevier B.V. All rights reserved.",PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2,2006
Denaturation and unzipping of DNA: statistical mechanics of interacting loops,"When DNA molecules are heated they undergo a denaturation transition by which the two strands of the molecule are separated and become unbound. Experimental studies strongly indicate that the denaturation transition is first order. The main theoretical approach to study this transition, introduced in the early 1960s, considers microscopic configurations of a DNA molecule as given by an alternating sequence of non-interacting bound segments and denaturated loops. Studies of this model usually neglect the repulsive, self-avoiding, interaction between different loops and segments and have invariably yielded continuous denaturation transitions. It is shown that the excluded volume interaction between denaturated loops and bound segments may be taken into account using recent results on the scaling properties of polymer networks of arbitrary topology. These interactions are found to drive the transition first order, compatible with experimental observations. The unzipping transition of DNA which takes place when the two strands are pulled apart by an external force acting on one end may also be considered within this approach, again yielding a first-order transition. Although the denaturation and unzipping transitions are thermodynamically first order, they do exhibit critical fluctuations in some of their properties. This appears, for example, in the algebraic decay of the loop size distribution at the thermal denaturation and in the divergence of the length of the end segment as the transition is approached in both thermal- and force-induced transitions. (C) 2002 Published by Elsevier Science B.V.",PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,14,2002
Correlation study of the Athens Stock Exchange,"We study the year-after-year properties of three different portfolios traded in the Athens Stock Exchange (ASE) for the time period 1987-2004. We use the minimum spanning tree (MST) technique and the random matrix theory (RMT), which make it possible to examine at the same time the temporal evolution of the portfolios and of the market as a whole. The first four moments of the distribution of correlations and the normalized tree lengths of the MST show a similar behaviour for all three portfolios. However, by studying topological properties of the MST, such as the node degree k, we are able to identify changes to the MST associated to each portfolio that are due to a crisis in the market, like the one that happened during the period 1999-2001. We also see that, while the effect of the market to the information content of the correlation matrix for all three portfolios is almost the same, the market is affected differently by different economic sectors at different time periods. (c) 2007 Elsevier B.V. All rights reserved.",PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,74,2007
The effect of assortativity by degree on emerging cooperation in a 2 x 2 dilemma game played on an evolutionary network,"A series of numerical experiments on 2 x 2 games using a co-evolutionary model, including both networks and strategies, was performed. A relationship between assortativity by degree of the evolved network and emerging cooperation was investigated. In the Prisoner's Dilemma (PD) game class, the evolutionary trajectory for a weak dilemma game favors a network with positive assortative coefficient and easily attains a cooperative situation. A game implemented with a stronger dilemma, however, makes the network very heterogeneous, with a negative assortative coefficient required to solve the dilemma situation. This implies that the dilemma strength in the PD significantly affects the direction adopted by the assortative coefficient during evolutionary processes in the co-evolutionary model. (C) 2010 Elsevier B.V. All rights reserved.",PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,16,2010
QUANTUM MONTE-CARLO METHODS - RECENT DEVELOPMENTS,"Recent developments of the quantum Monte Carlo methods are reviewed briefly with emphasis on basic ideas, namely the transformation of a d-dimensional quantum system to the corresponding (d + 1)-dimensional classical system. Some recent applications to quantum spin systems are summarized. In particular, numerical evidence of the Haldane gap is given. The quantum transfer-matrix method is also presented, for it is also based on the ST-transformation. The quantum Monte Carlo CAM is explained briefly. Fractal path integrals are also presented, namely a general theory of decomposition of exponential operators and symplectic integrators are explained. The negative-sign problem is also discussed.",PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,30,1993
Idiosyncratic risk in the Dow Jones Eurostoxx50 Index,"Recent evidence by Campbell et al. [J.Y Campbell, M. Lettau B.G. Malkiel, Y. Xu, Have individual stocks become more volatile? An empirical exploration of idiosyncratic risk, The Journal of Finance (February) (2001)] shows an increase in firm-level volatility and a decline of the correlation among stock returns in the US. In relation to the Euro-Area stock markets, we find that both aggregate firm-level volatility and average stock market correlation have trended upwards.We estimate a linear model of the market risk-return relationship nested in an EGARCH(1, 1)-M model for conditional second moments. We then show that traditional estimates of the conditional risk-return relationship, that use ex-post excess-returns as the conditioning information set, lead to joint tests of the theoretical model (usually the ICAPM) and of the Efficient Market Hypothesis in its strong form.To overcome this problem we propose alternative measures of expected market risk based on implied volatility extracted from traded option prices and we discuss the conditions under which implied volatility depends solely on expected risk. We then regress market excess-returns on lagged market implied variance computed from implied market volatility to estimate the relationship between expected market excess-returns and expected market risk. We investigate whether, as predicted by the ICAPM, the expected market risk is the main factor in explaining the market risk premium and the latter is independent of aggregate idiosyncratic risk. (c) 2008 Elsevier B.V. All rights reserved.",PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,4,2008
Influence of crack fractal geometry on elastic-plastic fracture mechanics,Fractal geometry is introduced into elastic-plastic fracture mechanics characterizing the morphology of crack surface. It is shown that the rising of the J-R curve is correlated to the ruggedness dimension (Hurst's exponent) of the crack surface. Experimental results are fitted. Our propositions differ from other currently used in the literature compromising the results therein presented. (C) 2001 Elsevier Science B.V. All rights reserved.,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,6,2001
Asymmetric games on networks: Towards an Ising-model representation,"We here study the Battle of the Sexes game, a textbook case of asymmetric games, on small networks. Due to the conflicting preferences of the players, analytical approaches are scarce and most often update strategies are employed in numerical simulations of repeated games on networks until convergence is reached. As a result, correlations between the choices of the players emerge. Our approach is to study these correlations with a generalized Ising model. First, we show that these correlations emerge in simulations and can have an Ising-like form. Then, using the response strategy framework, we describe how the actions of the players can bring the network into a steady configuration, starting from an out-of-equilibrium one. We obtain these configurations using game-theoretic tools, and describe the results using Ising parameters. We exhaust the two-player case, giving a detailed account of all the equilibrium possibilities. Going to three players, we generalize the Ising model and compare the equilibrium solutions of three representative types of networks. We find that players that are not directly linked retain a degree of correlation that is proportional to their initial correlation. We also find that the local network structure is the most relevant for small values of the magnetic field and the interaction strength of the Ising model. Finally, we conclude that certain parameters of the equilibrium states are network independent, which opens up the possibility of an analytical description of asymmetric games played on networks. (C) 2022 The Author(s). Published by Elsevier B.V.",PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2,2022
Probabilistic criteria of structural stochastic optimal controls,"A family of probabilistic criteria for stochastic optimal controls is developed in the context of physical stochastic optimal control scheme of structures. A physical form of the control policy is firstly conducted in conjunction with the classical optimal control theory, specifically, an LQR control. In order to obtain the optimal weighting matrices included in the control gain, two classes of probabilistic criteria, in accordance with the objective structural performance, are then proposed, including single-objective criteria, of which the statistics and tail details of probability density of equivalent extreme-value vectors of interest are involved, and multi-objective criteria, of which the ensemble-expectation and exceedance probability of equivalent extreme-value processes in the sense of performance and energy trade-off are involved. A linear single-degree-of-freedom structural system subjected to random ground motion is investigated for illustrative purpose. The results indicate that the effectiveness of response control hinges on the physical meanings of the probabilistic criteria. The implementation of control criteria related to the exceedance probability with multiple constraints results in a more economic and more accurate control effectiveness than that of control criteria related to statistics with single constraint. The exceedance probability criterion in energy trade-off sense accommodates system performance to a better trade-off between response reductions and control requirements, which is also included in the comparative study against other control criteria currently in use. The former, meanwhile, provides accurate reliabilities of system quantities simultaneously, while other control criteria fail to do so. It is thus the primary criterion of structural performance controls. Following that, a randomly base-excited eight-storey shear frame controlled by active tendons is investigated as a numerical example. The numerical results reveal that using the advocated probabilistic criterion, the structural stochastic optimal control operates efficiently and achieves a desirable objective performance. (C) 2010 Elsevier Ltd. All rights reserved.",PROBABILISTIC ENGINEERING MECHANICS,25,2011
Non-geometric spectral moments for frequency varying filtered input processes,"The spectral moments have been introduced in the literature for the case of structural systems subjected to stationary Gaussian input processes and were defined as the geometric moments of the one-sided power spectral density function of the response. It has been proved that the spectral moments play an important role for the safety prediction of structural systems. Extension of the definition of spectral moments for non-stationary Gaussian input processes has been provided by means of the geometric interpretation applied to the one-sided evolutionary power spectral density function of the response. In the case of white input process, such a geometric approach leads to divergences and needs adjustments in order to be exploited for the safety assessment in the non-stationary case. The exact formulation for the spectral moments has been proved to be based rather on a non-geometric time domain approach aiming at the evaluation of the co-variances cf the pre-envelope response process. The geometric and the non-geometric approaches lead to the same spectral moments for the stationary case only. In this paper, a procedure for the evaluation of the non-geometric spectral moments is presented with particular attention to the case of non-stationary filtered Gaussian white noise which is both amplitude and frequency-modulated. The presented procedure is based on the formulation of the pre-envelope co-variance differential equations, whose solution is obtained by means of an approximated expression of the time-dependent transition matrix of the system constituted by the structure and the time varying frequency filter. (C) 2003 Elsevier Ltd. All rights reserved.",PROBABILISTIC ENGINEERING MECHANICS,6,2004
Karhunen-Loeve expansion for multi-correlated stochastic processes,"We propose two different approaches generalizing the Karhunen-Loeve series expansion to model and simulate multi-correlated non-stationary stochastic processes. The first approach (muKL) is based on the spectral analysis of a suitable assembled stochastic process and yields series expansions in terms of an identical set of uncorrelated random variables. The second approach (mcKL) relies on expansions in terms of correlated sets of random variables reflecting the cross-covariance structure of the processes. The effectiveness and the computational efficiency of both muKL and mcKL is demonstrated through numerical examples involving Gaussian processes with exponential and Gaussian covariances as well as fractional Brownian motion and Brownian bridge processes. In particular, we study accuracy and convergence rates of our series expansions and compare the results against other statistical techniques such as mixtures of probabilistic principal component analysis. We found that muKL and mcKL provide an effective representation of the multi-correlated process that can be readily employed in stochastic simulation and dimension reduction data-driven problems. (C) 2013 Elsevier Ltd. All rights reserved.",PROBABILISTIC ENGINEERING MECHANICS,40,2013
Decomposition methods for structural reliability analysis revisited,"This paper presents new theoretical results to demonstrate that the referential dimensional decomposition (RDD) and cut-high-dimensional model representation (cut-HDMR), each developed independently and from a distinct perspective, lead to identical function approximations. Therefore, the reliability method stemming from the cut-HDMR approximation is precisely the same as the reliability method rooted in the RDD approximation. However, a second-moment error analysis finds neither the RDD approximation nor the cut-HDMR approximation to be optimal, whereas the approximation derived from the analysis-of-variance dimensional decomposition (ADD) results in minimum error for an arbitrary truncation. The expected errors from the RDD approximations are at least four to eight times larger than the errors from the ADD approximations. Therefore, further enhancements of decomposition-based reliability methods are possible by switching from RDD to ADD approximations. For both approximations, the decomposition can be truncated by an effective superposition dimension linked to respective approximation errors. (C) 2010 Elsevier Ltd. All rights reserved.",PROBABILISTIC ENGINEERING MECHANICS,17,2011
Model selection for a class of stochastic processes or random fields with bounded range,"Methods are developed for finding an optimal model for a non-Gaussian stationary stochastic process or homogeneous random field under limited information. The available information consists of: (i) one or more finite length samples of the process or field; and (ii) knowledge that the process or field takes values in a bounded interval of the real line whose ends may or may not be known. The methods are developed and applied to the special case of non-Gaussian processes or fields belonging to the class of beta translation processes. Beta translation processes provide a flexible model for representing physical phenomena taking values in a bounded range, and are therefore useful for many applications. Numerical examples are presented to illustrate the utility of beta translation processes and the proposed methods for model selection. Published by Elsevier Ltd",PROBABILISTIC ENGINEERING MECHANICS,7,2009
Transient responses of dynamical systems with random uncertainties,"A new approach is presented for modeling random uncertainties by a nonparametric model allowing transient responses of mechanical systems submitted to impulsive loads to be predicted in the context of linear structural dynamics. The probability model is deduced from the use of the entropy optimization principle whose available information involves the algebraic properties related to the generalized mass, damping and stiffness matrices which have to be positive-definite symmetric matrices, and the knowledge of these matrices for the mean reduced matrix model. An explicit construction and representation of the probability model have been obtained and are very well suited to algebraic calculus and to Monte Carlo numerical simulation in order to compute the transient responses of structures submitted to impulsive loads. Finally, a simple example is presented. (C) 2001 Elsevier Science Ltd. All rights reserved.",PROBABILISTIC ENGINEERING MECHANICS,25,2001
Tuned mass absorbers on damped structures under random load,"A substantial literature exists on the optimal choice of parameters of a tuned mass absorber on a structure excited by a force or by ground acceleration with random characteristics in the form of white noise. In the absence of structural damping the optimal frequency tuning is determined from the mass ratio alone, and the damping can be determined subsequently. Only approximate results are available for the influence of damping in the original structure, typically in the form of series expansions. In the present paper it is demonstrated that for typical mass ratios in the order of a few percent the classic stochastic frequency tuning gives the same standard deviation of the response amplitude within a margin of 0.001 as when using the classic frequency tuning for harmonic load variation, and then optimizing the damping separately. Simple approximate, but very accurate, expressions are obtained for the response variance of a structure with initial damping in terms of the mass ratio and both damping ratios. Within this format the optimal tuning of the absorber turns out to be independent of the structural damping, and a simple explicit expression is obtained for the equivalent total damping. (C) 2008 Elsevier Ltd. All rights reserved.",PROBABILISTIC ENGINEERING MECHANICS,60,2008
"Identification of stiffness, dissipation and input parameters of multi degree of freedom civil systems under unmeasured base excitations","A time domain dynamic identification technique based on a statistical moment approach has been formulated for civil systems under base random excitations in the linear state. This technique is based on the use of classically damped models characterized by a mass proportional damping. By applying the Ito stochastic calculus, special algebraic equations that depend on the statistical moments of the response can be obtained. These equations can be used for the dynamic identification of the mechanical parameters that define the structural model, in the case of unmeasured input as well, and the identification of the input itself. Furthermore, the above equations demonstrate the possibility of identifying the dissipation characteristics independently from the input characteristics. This paper discusses how the equations for solving the identification problem can be obtained and gives an application. (C) 2008 Elsevier Ltd. All rights reserved.",PROBABILISTIC ENGINEERING MECHANICS,5,2009
Reliability-based design optimization of knuckle component using conservative method of moving least squares meta-models,"This paper discusses reliability-based design optimization (RBDO) of an automotive knuckle component under bump and brake loading conditions. The probabilistic design problem is to minimize the weight of a knuckle component subject to stresses, deformations, and frequency constraints in order to meet the given target reliability. The initial design is generated based on an actual vehicle specification. The finite element analysis is conducted using ABAQUS, and the probabilistic optimal solutions are obtained via the moving least squares method (MLSM) in the context of approximate optimization. For the meta-modeling of inequality constraint functions, a constraint-feasible moving least squares method (CF-MLSM) is used in the present study. The method of CF-MLSM based RBDO has been shown to not only ensure constraint feasibility in a case where the meta-model-based RBDO process is employed, but also to require low expense, as compared with both conventional MLSM and non-approximate RBDO methods. (C) 2010 Elsevier Ltd. All rights reserved.",PROBABILISTIC ENGINEERING MECHANICS,32,2011
Existence and construction of translation models for stationary non-Gaussian processes,"Translation models are memoryless transformations of Gaussian processes specified by their marginal distribution F and covariance function xi. Iteration schemes are commonly used to find probability laws of Gaussian images of translation models, although these schemes may not converge since translation models do not exist for arbitrary functions F and xi. Pairs (F, xi) for which translation models exist are said to be consistent. Optimization algorithms are developed for constructing translation models that, for consistent pairs (F, xi), match F and, and xi, for inconsistent pairs (F, xi), match F or xi and approximate xi or F. The resulting translation models can be used in Monte Carlo simulation studies. (C) 2009 Elsevier Ltd. All rights reserved.",PROBABILISTIC ENGINEERING MECHANICS,42,2009
PERSISTENCE PROBABILITIES FOR A BRIDGE OF AN INTEGRATED SIMPLE RANDOM WALK,"We prove that an integrated simple random walk, where random walk and integrated random walk are conditioned to return to zero, has asymptotic probability n(-1/2) to stay positive. This question is motivated by random polymer models and proves a conjecture by Caravenna and Deuschel.",PROBABILITY AND MATHEMATICAL STATISTICS-POLAND,3,2014
EXPLICIT SOLUTIONS OF THE EXTENDED SKOROKHOD PROBLEMS IN TIME-DEPENDENT BOUNDED REGIONS WITH ORTHOGONAL REFLECTION FIELDS,We consider the extended Skorokhod problem for R-n-valued cadlag functions with the constraining set that changes in time and the reflection field naturally defined by the standard orthonormal basis. We find an explicit formula for the solution of such an extended Skorokhod problem in the case where the evolving constraining set is a region sandwiched between two graphs. We obtain the best Lipschitz constant for the extended Skorokhod map of this type.,PROBABILITY AND MATHEMATICAL STATISTICS-POLAND,2,2013
GI/GI/1 QUEUES WITH INFINITE MEANS OF SERVICE TIME AND INTERARRIVAL TIME,"The main results deal with the GI/GI/1 queues with infinite means of the service times and interarrival times. Theorem 3.1 gives an asymptotic, in a heavy traffic situation, of the sequence of waiting times of the consecutive customers. Theorem 4.1 gives an asymptotic of stationary waiting times in a heavy traffic situation. In a special case, the asymptotic stationary waiting times have an exponential distribution (Corollary 4.1).",PROBABILITY AND MATHEMATICAL STATISTICS-POLAND,0,2016
TWO-DIMENSIONAL RUIN PROBABILITY FOR SUBEXPONENTIAL CLAIM SIZE,"We analyse the asymptotics of ruin probabilities of two insurance companies (or two branches of the same company) that divide between them both claims and premiums in some specified proportions when the initial reserves of both companies tend to infinity, and generic claim size is subexponential.",PROBABILITY AND MATHEMATICAL STATISTICS-POLAND,17,2017
ON OPTIMAL MATCHING OF GAUSSIAN SAMPLES III,"This article is a continuation of the papers [10], [11] in which the optimal matching problem and the related rates of convergence of empirical measures for Gaussian samples are addressed. A further step in both the dimensional and Kantorovich parameters is achieved here, proving that, given independent random variables X-1, ... , X-n with common distribution the standard Gaussian measure mu on R-d, d >= 3, and mu(n) = 1/n Sigma(n)(i=1) delta X-i the associated empirical measure,E[W-p(p)(mu(n), mu)] approximate to 1/n(p/d)for any 1 <= p < d, where W-p is the pth Kantorovich-Wasserstein metric. That is, in this range, the rates are the same as in the uniform case. The proof relies on the pde and mass transportation approach developed by L. Ambrosio, F. Stra and D. Trevisan in a compact setting.",PROBABILITY AND MATHEMATICAL STATISTICS-POLAND,1,2021
PATH REGULARITY OF GAUSSIAN PROCESSES VIA SMALL DEVIATIONS,"We study the a.s. sample path regularity of Gaussian processes. To this end we relate the path regularity directly to the theory of small deviations. In particular, we show that if the process is n-times differentiable, then the exponential rate of decay of its small deviations is at most epsilon(-1/n). We also show a similar result if n is not an integer.Further generalizations are given, which parallel the entropy method to determine the small deviations. In particular, the present approach seems to be a probabilistic interpretation of the multiplicativity property of the entropy numbers.",PROBABILITY AND MATHEMATICAL STATISTICS-POLAND,1,2011
ON ELEMENTARY CHARACTERIZATIONS OF THE _-MODIFIED POISSON DISTRIBUTION,"In this article we give a characterization of alpha-modified Poisson distributions extending Chatterji's result. Moreover, we consider the alpha-modified Poisson distributions of type j which are known as Delaporte distributions.",PROBABILITY AND MATHEMATICAL STATISTICS-POLAND,1,2012
PATTERN RECOVERY AND SIGNAL DENOISING BY SLOPE WHEN THE DESIGN MATRIX IS ORTHOGONAL,"Sorted l(1) Penalized Estimator (SLOPE) is a relatively new convex regularization method for fitting high-dimensional regression models. SLOPE allows the reduction of the model dimension by shrinking some estimates of the regression coefficients completely to zero or by equating the absolute values of some nonzero estimates of these coefficients. This allows one to identify situations where some of true regression coefficients are equal. In this article we will introduce the SLOPE pattern, i.e., the set of relations between the true regression coefficients, which can be identified by SLOPE. We will also present new results on the strong consistency of SLOPE estimators and on the strong consistency of pattern recovery by SLOPE when the design matrix is orthogonal and illustrate advantages of the SLOPE clustering in the context of high frequency signal denoising.",PROBABILITY AND MATHEMATICAL STATISTICS-POLAND,0,2022
FUNCTIONAL LIMIT THEOREMS IN HOLDER SPACE FOR RESIDUALS OF NEARLY NONSTATIONARY AR (1) PROCESS,"We investigate the polygonal line process built on the residuals of the first order nearly nonstationary autoregressive process. We prove functional limit theorems in Holder space in two cases: the autoregressive coefficient phi(n) is defined as e(gamma/n) , gamma < 0 is a constant, and phi(n) is defined as 1 - gamma(n) / n, gamma(n) -> infinity, and gamma(n) / n tends to zero as n -> infinity. Also we discuss some applications of these functional limit theorems in epidemic change detection.",PROBABILITY AND MATHEMATICAL STATISTICS-POLAND,1,2017
TAIL ASYMPTOTICS OF SIGNAL-TO-INTERFERENCE RATIO DISTRIBUTION IN SPATIAL CELLULAR NETWORK MODELS,"We consider a spatial stochastic model of wireless cellular networks, where the base stations (BSs) are deployed according to a simple and stationary point process on R-d, d >= 2. In this model, we investigate tail asymptotics of the distribution of signal-to-interference ratio (SIR), which is a key quantity in wireless communications. In the case where the pathloss function representing signal attenuation is unbounded at the origin, we derive the exact tail asymptotics of the SIR distribution under an appropriate sufficient condition. While we show that widely-used models based on a Poisson point process and on a determinantal point process meet the sufficient condition, we also give a counterexample violating it. In the case of bounded path-loss functions, we derive a logarithmically asymptotic upper bound on the SIR tail distribution for the Poisson-based and alpha-Ginibre-based models. A logarithmically asymptotic lower bound with the same order as the upper bound is also obtained for the Poisson-based model.",PROBABILITY AND MATHEMATICAL STATISTICS-POLAND,3,2017
ASYMPTOTICALLY OPTIMAL MULTI-ARMED BANDIT POLICIES UNDER A COST CONSTRAINT,"We consider the multi-armed bandit problem under a cost constraint. Successive samples from each population are i.i.d. with unknown distribution and each sample incurs a known population-dependent cost. The objective is to design an adaptive sampling policy to maximize the expected sum of n samples such that the average cost does not exceed a given bound sample-path wise. We establish an asymptotic lower bound for the regret of feasible uniformly fast convergent policies, and construct a class of policies, which achieve the bound. We also provide their explicit form under Normal distributions with unknown means and known variances.",PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,5,2017
NASH EQUILIBRIUM STRATEGIES REVISITED IN SOFTWARE RELEASE GAMES,"A software release game was formulated by Zeephongsekul and Chiera [Zeephongsekul, P. & Chiera, C. (1995). Optimal software release policy based on a two-person game of timing. Journal of Applied Probability 32: 470-481] and was reconsidered by Dohi et al. [Dohi, T., Teraoka, Y., & Osaki, S. (2000). Software release games. Journal of Optimization Theory and Applications 105(2): 325-346] in a framework of two-person nonzero-sum games. In this paper, we further point out the faults in the above literature and revisit the Nash equilibrium strategies in the software release games from the viewpoints of both silent and noisy type of games. It is shown that the Nash equilibrium strategies in the silent and noisy of software release games exist under some parametric conditions.",PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,0,2022
Maximizing the throughput of tandem lines with flexible failure-prone servers and finite buffers,"Consider a tandem queuing network with an infinite supply of jobs in front of the first station, infinite room for completed jobs after the last station, finite buffers between stations, and a number of flexible servers who are subject to failures. We study the dynamic assignment of servers to stations with the goal of maximizing the long-run average throughput. Our main conclusion is that the presence of server failures does not have a major impact on the optimal assignment of servers to stations for the systems we consider. More specifically, we show that when the servers are generalists, any nonidling policy is optimal, irrespective of the reliability of the servers. We also provide theoretical and numerical results for Markovian systems with two stations and two or three servers that suggest that the structure of the optimal server assignment policy does not depend on the reliability of the servers and that ignoring server failures when assigning servers to stations yields near-optimal throughput. Finally, we present numerical results that illustrate that simple server assignment heuristics designed for larger systems with reliable servers also yield good throughput performance in Markovian systems with three stations and three failure-prone servers.",PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,10,2008
OPTIMIZATION OF OVERFLOW POLICIES IN CALL CENTERS,"We examine how overflow policies in a multi-skill call center should be designed to accommodate performance measures that depend on waiting time percentiles such as service level. This is done using a discrete Markovian approximation of the waiting time of the first customers waiting in line. A Markov decision chain is used to determine the optimal policy. This policy outperforms considerably the ones used most often in practice, which use a fixed threshold. The present method can be used also for other call-center models and other situations where performance is based on actual waiting times and customers are treated in a FCFS order.",PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,7,2015
